id,period,amount,game,status,time
8805,2022070114461,5,wingo,1,1665306360477
8806,2022070111485,9,wingo3,1,1665306360478
8807,2022070114462,6,wingo,1,1665306420556
8808,2022070114463,0,wingo,1,1665306480635
8809,2022070114464,8,wingo,1,1665306540719
8810,2022070111486,4,wingo3,1,1665306540725
8811,2022070110892,9,wingo5,1,1665306600822
8812,2022070114465,7,wingo,1,1665306600821
8813,2022070110447,1,wingo10,1,1665306600811
8814,2022070114466,4,wingo,1,1665306660877
8815,2022070114467,2,wingo,1,1665306720959
8816,2022070111487,8,wingo3,1,1665306720965
8817,2022070114468,9,wingo,1,1665306780035
8818,2022070114469,6,wingo,1,1665306840114
8819,2022070114470,0,wingo,1,1665306900193
8820,2022070110893,5,wingo5,1,1665306900187
8821,2022070111488,3,wingo3,1,1665306900197
8822,2022070114471,0,wingo,1,1665306960267
8823,2022070114472,8,wingo,1,1665307020339
8824,2022070114473,7,wingo,1,1665307080421
8825,2022070111489,6,wingo3,1,1665307080426
8826,2022070114474,4,wingo,1,1665307140498
8827,2022070114475,7,wingo,1,1665307200576
8828,2022070110894,3,wingo5,1,1665307200581
8829,2022070110448,7,wingo10,1,1665307200582
8830,2022070114476,4,wingo,1,1665307260651
8831,2022070111490,0,wingo3,1,1665307260655
8832,2022070114477,3,wingo,1,1665307320733
8833,2022070114478,7,wingo,1,1665307380810
8834,2022070114479,1,wingo,1,1665307440886
8835,2022070111491,9,wingo3,1,1665307440888
8836,2022070114480,3,wingo,1,1665307500962
8837,2022070110895,1,wingo5,1,1665307500967
8838,2022070114481,7,wingo,1,1665307560035
8839,2022070114482,7,wingo,1,1665307620117
8840,2022070111492,8,wingo3,1,1665307620122
8841,2022070114483,7,wingo,1,1665307680200
8842,2022070114484,5,wingo,1,1665307740279
8843,2022070111493,7,wingo3,1,1665307800363
8844,2022070110449,5,wingo10,1,1665307800369
8845,2022070114485,6,wingo,1,1665307800370
8846,2022070110896,8,wingo5,1,1665307800368
8847,2022070114486,5,wingo,1,1665307860428
8848,2022070114487,7,wingo,1,1665307920513
8849,2022070114488,7,wingo,1,1665307980591
8850,2022070111494,9,wingo3,1,1665307980594
8851,2022070114489,8,wingo,1,1665308040662
8852,2022070114490,4,wingo,1,1665308100738
8853,2022070110897,8,wingo5,1,1665308100744
8854,2022070114491,2,wingo,1,1665308160810
8855,2022070111495,0,wingo3,1,1665308160811
8856,2022070114492,2,wingo,1,1665308220881
8857,2022070114493,2,wingo,1,1665308280965
8858,2022070114494,8,wingo,1,1665308340049
8859,2022070111496,2,wingo3,1,1665308340053
8860,2022070110450,1,wingo10,1,1665308400126
8861,2022070114495,8,wingo,1,1665308400131
8862,2022070110898,9,wingo5,1,1665308400132
8863,2022070114496,4,wingo,1,1665308460206
8864,2022070114497,6,wingo,1,1665308520289
8865,2022070111497,9,wingo3,1,1665308520295
8866,2022070114498,2,wingo,1,1665308580372
8867,2022070114499,0,wingo,1,1665308640453
8868,2022070111498,0,wingo3,1,1665308700542
8869,2022070110899,2,wingo5,1,1665308700534
8870,2022070114500,4,wingo,1,1665308700538
8871,2022070114501,5,wingo,1,1665308760613
8872,2022070114502,6,wingo,1,1665308820694
8873,2022070111499,0,wingo3,1,1665308880782
8874,2022070114503,4,wingo,1,1665308880777
8875,2022070114504,6,wingo,1,1665308940848
8876,2022070110451,7,wingo10,1,1665309000933
8877,2022070114505,9,wingo,1,1665309000937
8878,2022070110900,5,wingo5,1,1665309000940
8879,2022070114506,1,wingo,1,1665309060006
8880,2022070111500,5,wingo3,1,1665309060011
8881,2022070114507,1,wingo,1,1665309120083
8882,2022070114508,6,wingo,1,1665309180159
8883,2022070114509,3,wingo,1,1665309240237
8884,2022070111501,4,wingo3,1,1665309240240
8885,2022070114510,2,wingo,1,1665309300312
8886,2022070110901,1,wingo5,1,1665309300318
8887,2022070114511,8,wingo,1,1665309360383
8888,2022070111502,4,wingo3,1,1665309420457
8889,2022070114512,9,wingo,1,1665309420460
8890,2022070114513,8,wingo,1,1665309480540
8891,2022070114514,4,wingo,1,1665309540620
8892,2022070111503,2,wingo3,1,1665309600693
8893,2022070114515,8,wingo,1,1665309600696
8894,2022070110902,1,wingo5,1,1665309600694
8895,2022070110452,8,wingo10,1,1665309600695
8896,2022070114516,0,wingo,1,1665309660773
8897,2022070114517,9,wingo,1,1665309720854
8898,2022070114518,4,wingo,1,1665309780933
8899,2022070111504,7,wingo3,1,1665309780938
8900,2022070114519,5,wingo,1,1665309840006
8901,2022070110903,4,wingo5,1,1665309900090
8902,2022070114520,4,wingo,1,1665309900086
8903,2022070111505,0,wingo3,1,1665309960175
8904,2022070114521,0,wingo,1,1665309960170
8905,2022070114522,0,wingo,1,1665310020243
8906,2022070114523,4,wingo,1,1665310080319
8907,2022070114524,5,wingo,1,1665310140399
8908,2022070111506,1,wingo3,1,1665310140404
8909,2022070110453,3,wingo10,1,1665310200474
8910,2022070114525,0,wingo,1,1665310200478
8911,2022070110904,5,wingo5,1,1665310200482
8912,2022070114526,3,wingo,1,1665310260574
8913,2022070114527,0,wingo,1,1665310320675
8914,2022070111507,4,wingo3,1,1665310320680
8915,2022070114528,1,wingo,1,1665310380748
8916,2022070114529,2,wingo,1,1665310440827
8917,2022070110905,5,wingo5,1,1665310500909
8918,2022070114530,3,wingo,1,1665310500912
8919,2022070111508,6,wingo3,1,1665310500913
8920,2022070114531,4,wingo,1,1665310560984
8921,2022070114532,8,wingo,1,1665310620063
8922,2022070114533,7,wingo,1,1665310680141
8923,2022070111509,9,wingo3,1,1665310680145
8924,2022070114534,8,wingo,1,1665310740217
8925,2022070110454,6,wingo10,1,1665310800295
8926,2022070114535,5,wingo,1,1665310800301
8927,2022070110906,1,wingo5,1,1665310800302
8928,2022070114536,0,wingo,1,1665310860370
8929,2022070111510,7,wingo3,1,1665310860372
8930,2022070114537,3,wingo,1,1665310920449
8931,2022070114538,3,wingo,1,1665310980525
8932,2022070114539,9,wingo,1,1665311040603
8933,2022070111511,0,wingo3,1,1665311040607
8934,2022070114540,7,wingo,1,1665311100683
8935,2022070110907,0,wingo5,1,1665311100687
8936,2022070114541,2,wingo,1,1665311160766
8937,2022070114542,8,wingo,1,1665311220836
8938,2022070111512,8,wingo3,1,1665311220841
8939,2022070114543,3,wingo,1,1665311280914
8940,2022070114544,5,wingo,1,1665311340993
8941,2022070110908,0,wingo5,1,1665311400084
8942,2022070111513,8,wingo3,1,1665311400077
8943,2022070114545,7,wingo,1,1665311400092
8944,2022070110455,3,wingo10,1,1665311400091
8945,2022070114546,4,wingo,1,1665311460148
8946,2022070114547,9,wingo,1,1665311520223
8947,2022070114548,9,wingo,1,1665311580301
8948,2022070111514,5,wingo3,1,1665311580305
8949,2022070114549,2,wingo,1,1665311640374
8950,2022070114550,9,wingo,1,1665311700456
8951,2022070110909,8,wingo5,1,1665311700462
8952,2022070114551,9,wingo,1,1665311760538
8953,2022070111515,6,wingo3,1,1665311760538
8954,2022070114552,8,wingo,1,1665311820613
8955,2022070114553,5,wingo,1,1665311880691
8956,2022070114554,4,wingo,1,1665311940767
8957,2022070111516,8,wingo3,1,1665311940771
8958,2022070114555,0,wingo,1,1665312000849
8959,2022070110910,3,wingo5,1,1665312000853
8960,2022070110456,6,wingo10,1,1665312000854
8961,2022070114556,8,wingo,1,1665312060920
8962,2022070114557,4,wingo,1,1665312120997
8963,2022070111517,2,wingo3,1,1665312121002
8964,2022070114558,2,wingo,1,1665312180067
8965,2022070114559,6,wingo,1,1665312240147
8966,2022070110911,7,wingo5,1,1665312300248
8967,2022070114560,1,wingo,1,1665312300253
8968,2022070111518,3,wingo3,1,1665312300255
8969,2022070114561,7,wingo,1,1665312360313
8970,2022070114562,1,wingo,1,1665312420383
8971,2022070114563,6,wingo,1,1665312480463
8972,2022070111519,7,wingo3,1,1665312480469
8973,2022070114564,2,wingo,1,1665312540535
8974,2022070110457,4,wingo10,1,1665312600618
8975,2022070114565,0,wingo,1,1665312600623
8976,2022070110912,9,wingo5,1,1665312600623
8977,2022070114566,7,wingo,1,1665312660694
8978,2022070111520,7,wingo3,1,1665312660700
8979,2022070114567,2,wingo,1,1665312720770
8980,2022070114568,5,wingo,1,1665312780850
8981,2022070111521,8,wingo3,1,1665312840933
8982,2022070114569,0,wingo,1,1665312840928
8983,2022070114570,1,wingo,1,1665312900005
8984,2022070110913,3,wingo5,1,1665312900010
8985,2022070114571,5,wingo,1,1665312960074
8986,2022070111522,1,wingo3,1,1665313020153
8987,2022070114572,3,wingo,1,1665313020161
8988,2022070114573,6,wingo,1,1665313080234
8989,2022070114574,4,wingo,1,1665313140309
8990,2022070111523,1,wingo3,1,1665313200388
8991,2022070110914,0,wingo5,1,1665313200392
8992,2022070114575,0,wingo,1,1665313200393
8993,2022070110458,2,wingo10,1,1665313200393
8994,2022070114576,5,wingo,1,1665313260458
8995,2022070114577,4,wingo,1,1665313320538
8996,2022070114578,0,wingo,1,1665313380620
8997,2022070111524,1,wingo3,1,1665313380623
8998,2022070114579,5,wingo,1,1665313440694
8999,2022070114580,4,wingo,1,1665313500770
9000,2022070110915,6,wingo5,1,1665313500775
9001,2022070114581,0,wingo,1,1665313560847
9002,2022070111525,7,wingo3,1,1665313560848
9003,2022070114582,1,wingo,1,1665313620920
9004,2022070114583,9,wingo,1,1665313681001
9005,2022070114584,8,wingo,1,1665313740074
9006,2022070111526,8,wingo3,1,1665313740078
9007,2022070110459,7,wingo10,1,1665313800151
9008,2022070114585,6,wingo,1,1665313800155
9009,2022070110916,4,wingo5,1,1665313800159
9010,2022070114586,6,wingo,1,1665313860230
9011,2022070114587,1,wingo,1,1665313920306
9012,2022070111527,5,wingo3,1,1665313920311
9013,2022070114588,9,wingo,1,1665313980387
9014,2022070114589,0,wingo,1,1665314040464
9015,2022070110917,1,wingo5,1,1665314100552
9016,2022070111528,0,wingo3,1,1665314100554
9017,2022070114590,0,wingo,1,1665314100553
9018,2022070114591,3,wingo,1,1665314160632
9019,2022070114592,9,wingo,1,1665314220709
9020,2022070114593,9,wingo,1,1665314280783
9021,2022070111529,5,wingo3,1,1665314280785
9022,2022070114594,3,wingo,1,1665314340862
9023,2022070110460,7,wingo10,1,1665314400944
9024,2022070110918,6,wingo5,1,1665314400950
9025,2022070114595,4,wingo,1,1665314400949
9026,2022070114596,5,wingo,1,1665314460017
9027,2022070111530,5,wingo3,1,1665314460022
9028,2022070114597,0,wingo,1,1665314520097
9029,2022070114598,8,wingo,1,1665314580173
9030,2022070114599,6,wingo,1,1665314640249
9031,2022070111531,0,wingo3,1,1665314640253
9032,2022070110919,1,wingo5,1,1665314700340
9033,2022070114600,1,wingo,1,1665314700344
9034,2022070114601,8,wingo,1,1665314760416
9035,2022070114602,7,wingo,1,1665314820498
9036,2022070111532,3,wingo3,1,1665314820503
9037,2022070114603,6,wingo,1,1665314880573
9038,2022070114604,4,wingo,1,1665314940649
9039,2022070110920,4,wingo5,1,1665315000738
9040,2022070111533,6,wingo3,1,1665315000732
9041,2022070114605,7,wingo,1,1665315000744
9042,2022070110461,8,wingo10,1,1665315000762
9043,2022070114606,6,wingo,1,1665315060805
9044,2022070114607,5,wingo,1,1665315120880
9045,2022070111534,6,wingo3,1,1665315180957
9046,2022070114608,6,wingo,1,1665315180956
9047,2022070114609,1,wingo,1,1665315240033
9048,2022070114610,5,wingo,1,1665315300110
9049,2022070110921,3,wingo5,1,1665315300116
9050,2022070114611,3,wingo,1,1665315360193
9051,2022070111535,3,wingo3,1,1665315360197
9052,2022070114612,6,wingo,1,1665315420266
9053,2022070114613,8,wingo,1,1665315480346
9054,2022070114614,9,wingo,1,1665315540424
9055,2022070111536,8,wingo3,1,1665315540424
9056,2022070110462,3,wingo10,1,1665315600503
9057,2022070114615,2,wingo,1,1665315600509
9058,2022070110922,0,wingo5,1,1665315600510
9059,2022070114616,6,wingo,1,1665315660575
9060,2022070114617,4,wingo,1,1665315720655
9061,2022070111537,1,wingo3,1,1665315720659
9062,2022070114618,0,wingo,1,1665315780732
9063,2022070114619,2,wingo,1,1665315840807
9064,2022070110923,1,wingo5,1,1665315900888
9065,2022070114620,8,wingo,1,1665315900894
9066,2022070111538,5,wingo3,1,1665315900900
9067,2022070114621,8,wingo,1,1665315960971
9068,2022070114622,4,wingo,1,1665316020046
9069,2022070114623,0,wingo,1,1665316080130
9070,2022070111539,4,wingo3,1,1665316080135
9071,2022070114624,6,wingo,1,1665316140207
9072,2022070110463,8,wingo10,1,1665316200282
9073,2022070114625,9,wingo,1,1665316200286
9074,2022070110924,1,wingo5,1,1665316200290
9075,2022070114626,1,wingo,1,1665316260358
9076,2022070111540,3,wingo3,1,1665316260359
9077,2022070114627,8,wingo,1,1665316320437
9078,2022070114628,2,wingo,1,1665316380510
9079,2022070114629,3,wingo,1,1665316440586
9080,2022070111541,8,wingo3,1,1665316440592
9081,2022070114630,4,wingo,1,1665316500663
9082,2022070110925,9,wingo5,1,1665316500671
9083,2022070114631,7,wingo,1,1665316560742
9084,2022070111542,3,wingo3,1,1665316620820
9085,2022070114632,8,wingo,1,1665316620816
9086,2022070114633,8,wingo,1,1665316680894
9087,2022070114634,2,wingo,1,1665316740972
9088,2022070111543,0,wingo3,1,1665316800054
9089,2022070110926,5,wingo5,1,1665316800058
9090,2022070110464,2,wingo10,1,1665316800060
9091,2022070114635,1,wingo,1,1665316800061
9092,2022070114636,6,wingo,1,1665316860143
9093,2022070114637,0,wingo,1,1665316920234
9094,2022070114638,7,wingo,1,1665316980307
9095,2022070111544,2,wingo3,1,1665316980312
9096,2022070114639,0,wingo,1,1665317040381
9097,2022070110927,1,wingo5,1,1665317100467
9098,2022070114640,0,wingo,1,1665317100463
9099,2022070114641,7,wingo,1,1665317160543
9100,2022070111545,9,wingo3,1,1665317160548
9101,2022070114642,1,wingo,1,1665317220619
9102,2022070114643,9,wingo,1,1665317280700
9103,2022070114644,0,wingo,1,1665317340777
9104,2022070111546,6,wingo3,1,1665317340782
9105,2022070110928,5,wingo5,1,1665317400855
9106,2022070110465,2,wingo10,1,1665317400853
9107,2022070114645,8,wingo,1,1665317400855
9108,2022070114646,4,wingo,1,1665317460929
9109,2022070114647,9,wingo,1,1665317520017
9110,2022070111547,6,wingo3,1,1665317520021
9111,2022070114648,4,wingo,1,1665317580090
9112,2022070114649,6,wingo,1,1665317640171
9113,2022070110929,6,wingo5,1,1665317700255
9114,2022070114650,9,wingo,1,1665317700260
9115,2022070111548,9,wingo3,1,1665317700266
9116,2022070114651,2,wingo,1,1665317760329
9117,2022070114652,4,wingo,1,1665317820413
9118,2022070111549,2,wingo3,1,1665317880496
9119,2022070114653,2,wingo,1,1665317880491
9120,2022070114654,0,wingo,1,1665317940565
9121,2022070110466,5,wingo10,1,1665318000645
9122,2022070114655,1,wingo,1,1665318000650
9123,2022070110930,4,wingo5,1,1665318000652
9124,2022070114656,6,wingo,1,1665318060724
9125,2022070111550,1,wingo3,1,1665318060729
9126,2022070114657,8,wingo,1,1665318120795
9127,2022070114658,1,wingo,1,1665318180873
9128,2022070114659,5,wingo,1,1665318240949
9129,2022070111551,1,wingo3,1,1665318240954
9130,2022070114660,4,wingo,1,1665318300035
9131,2022070110931,0,wingo5,1,1665318300040
9132,2022070114661,5,wingo,1,1665318360114
9133,2022070114662,1,wingo,1,1665318420196
9134,2022070111552,4,wingo3,1,1665318420201
9135,2022070114663,6,wingo,1,1665318480275
9136,2022070114664,7,wingo,1,1665318540357
9137,2022070111553,1,wingo3,1,1665318600437
9138,2022070110467,0,wingo10,1,1665318600443
9139,2022070114665,9,wingo,1,1665318600444
9140,2022070110932,8,wingo5,1,1665318600443
9141,2022070114666,5,wingo,1,1665318660510
9142,2022070114667,4,wingo,1,1665318720591
9143,2022070114668,8,wingo,1,1665318780672
9144,2022070111554,6,wingo3,1,1665318780677
9145,2022070114669,9,wingo,1,1665318840750
9146,2022070114670,4,wingo,1,1665318900831
9147,2022070110933,2,wingo5,1,1665318900837
9148,2022070114671,7,wingo,1,1665318960910
9149,2022070111555,0,wingo3,1,1665318960915
9150,2022070114672,4,wingo,1,1665319020987
9151,2022070114673,1,wingo,1,1665319080060
9152,2022070114674,3,wingo,1,1665319140138
9153,2022070111556,9,wingo3,1,1665319140143
9154,2022070110468,5,wingo10,1,1665319200214
9155,2022070114675,1,wingo,1,1665319200221
9156,2022070110934,8,wingo5,1,1665319200222
9157,2022070114676,7,wingo,1,1665319260288
9158,2022070114677,6,wingo,1,1665319320368
9159,2022070111557,4,wingo3,1,1665319320372
9160,2022070114678,5,wingo,1,1665319380443
9161,2022070114679,2,wingo,1,1665319440518
9162,2022070114680,4,wingo,1,1665319500612
9163,2022070110935,4,wingo5,1,1665319500607
9164,2022070111558,3,wingo3,1,1665319500613
9165,2022070114681,3,wingo,1,1665319560681
9166,2022070114682,1,wingo,1,1665319620762
9167,2022070114683,7,wingo,1,1665319680837
9168,2022070111559,4,wingo3,1,1665319680842
9169,2022070114684,5,wingo,1,1665319740924
9170,2022070111560,9,wingo3,1,1665319860086
9171,2022070114685,1,wingo,1,1665319860079
9172,2022070114686,7,wingo,1,1665319920160
9173,2022070114687,0,wingo,1,1665319980233
9174,2022070114688,3,wingo,1,1665320040305
9175,2022070111561,6,wingo3,1,1665320040310
9176,2022070110936,2,wingo5,1,1665320100385
9177,2022070114689,1,wingo,1,1665320100382
9178,2022070114690,3,wingo,1,1665320160459
9179,2022070114691,3,wingo,1,1665320220529
9180,2022070111562,2,wingo3,1,1665320220535
9181,2022070114692,9,wingo,1,1665320280601
9182,2022070114693,6,wingo,1,1665320340689
9183,2022070111563,8,wingo3,1,1665320400767
9184,2022070110937,0,wingo5,1,1665320400774
9185,2022070114694,1,wingo,1,1665320400775
9186,2022070110469,9,wingo10,1,1665320400775
9187,2022070114695,1,wingo,1,1665320460844
9188,2022070114696,4,wingo,1,1665320520923
9189,2022070114697,8,wingo,1,1665320580005
9190,2022070111564,7,wingo3,1,1665320580006
9191,2022070114698,1,wingo,1,1665320640086
9192,2022070114699,8,wingo,1,1665320700165
9193,2022070110938,9,wingo5,1,1665320700169
9194,2022070114700,4,wingo,1,1665320760249
9195,2022070111565,6,wingo3,1,1665320760253
9196,2022070114701,9,wingo,1,1665320820326
9197,2022070114702,0,wingo,1,1665320880405
9198,2022070114703,5,wingo,1,1665320940479
9199,2022070111566,4,wingo3,1,1665320940482
9200,2022070110470,4,wingo10,1,1665321000556
9201,2022070114704,3,wingo,1,1665321000561
9202,2022070110939,5,wingo5,1,1665321000564
9203,2022070114705,3,wingo,1,1665321060626
9204,2022070114706,6,wingo,1,1665321120706
9205,2022070111567,4,wingo3,1,1665321120712
9206,2022070114707,6,wingo,1,1665321180781
9207,2022070114708,4,wingo,1,1665321240859
9208,2022070110940,4,wingo5,1,1665321300933
9209,2022070114709,7,wingo,1,1665321300936
9210,2022070111568,3,wingo3,1,1665321300936
9211,2022070114710,9,wingo,1,1665321360010
9212,2022070114711,5,wingo,1,1665321420086
9213,2022070114712,4,wingo,1,1665321480160
9214,2022070111569,5,wingo3,1,1665321480166
9215,2022070114713,5,wingo,1,1665321540237
9216,2022070110471,0,wingo10,1,1665321600311
9217,2022070110941,7,wingo5,1,1665321600325
9218,2022070114714,9,wingo,1,1665321600319
9219,2022070114715,6,wingo,1,1665321660387
9220,2022070111570,2,wingo3,1,1665321660391
9221,2022070114716,3,wingo,1,1665321720462
9222,2022070114717,2,wingo,1,1665321780532
9223,2022070114718,8,wingo,1,1665321840612
9224,2022070111571,9,wingo3,1,1665321840617
9225,2022070114719,8,wingo,1,1665321900693
9226,2022070110942,6,wingo5,1,1665321900697
9227,2022070114720,3,wingo,1,1665321960767
9228,2022070114721,2,wingo,1,1665322020850
9229,2022070111572,7,wingo3,1,1665322020850
9230,2022070114722,6,wingo,1,1665322080933
9231,2022070114723,9,wingo,1,1665322140015
9232,2022070111573,5,wingo3,1,1665322200095
9233,2022070110472,6,wingo10,1,1665322200102
9234,2022070110943,3,wingo5,1,1665322200099
9235,2022070114724,4,wingo,1,1665322200102
9236,2022070114725,9,wingo,1,1665322260170
9237,2022070114726,8,wingo,1,1665322320252
9238,2022070114727,6,wingo,1,1665322380334
9239,2022070111574,8,wingo3,1,1665322380338
9240,2022070114728,7,wingo,1,1665322440413
9241,2022070114729,6,wingo,1,1665322500490
9242,2022070110944,6,wingo5,1,1665322500490
9243,2022070114730,1,wingo,1,1665322560566
9244,2022070111575,6,wingo3,1,1665322560572
9245,2022070114731,3,wingo,1,1665322620647
9246,2022070114732,4,wingo,1,1665322680729
9247,2022070114733,6,wingo,1,1665322740805
9248,2022070111576,9,wingo3,1,1665322740810
9249,2022070110473,4,wingo10,1,1665322800881
9250,2022070110945,8,wingo5,1,1665322800884
9251,2022070114734,5,wingo,1,1665322800884
9252,2022070114735,5,wingo,1,1665322860952
9253,2022070114736,6,wingo,1,1665322920026
9254,2022070111577,9,wingo3,1,1665322920031
9255,2022070114737,4,wingo,1,1665322980105
9256,2022070114738,6,wingo,1,1665323040183
9257,2022070111578,2,wingo3,1,1665323100265
9258,2022070110946,2,wingo5,1,1665323100266
9259,2022070114739,1,wingo,1,1665323100266
9260,2022070114740,5,wingo,1,1665323160344
9261,2022070114741,2,wingo,1,1665323220423
9262,2022070114742,5,wingo,1,1665323280507
9263,2022070111579,3,wingo3,1,1665323280503
9264,2022070114743,5,wingo,1,1665323340579
9265,2022070114744,6,wingo,1,1665323400667
9266,2022070110474,9,wingo10,1,1665323400661
9267,2022070110947,6,wingo5,1,1665323400673
9268,2022070114745,0,wingo,1,1665323460739
9269,2022070111580,9,wingo3,1,1665323460744
9270,2022070114746,5,wingo,1,1665323520821
9271,2022070114747,1,wingo,1,1665323580889
9272,2022070114748,2,wingo,1,1665323640970
9273,2022070111581,0,wingo3,1,1665323640975
9274,2022070114749,8,wingo,1,1665323700045
9275,2022070110948,8,wingo5,1,1665323700050
9276,2022070114750,5,wingo,1,1665323760122
9277,2022070111582,7,wingo3,1,1665323820214
9278,2022070114751,5,wingo,1,1665323820207
9279,2022070114752,4,wingo,1,1665323880289
9280,2022070114753,6,wingo,1,1665323940369
9281,2022070111583,4,wingo3,1,1665324000450
9282,2022070110949,5,wingo5,1,1665324000455
9283,2022070114754,8,wingo,1,1665324000457
9284,2022070110475,7,wingo10,1,1665324000456
9285,2022070114755,9,wingo,1,1665324060526
9286,2022070114756,8,wingo,1,1665324120596
9287,2022070114757,1,wingo,1,1665324180678
9288,2022070111584,0,wingo3,1,1665324180682
9289,2022070114758,5,wingo,1,1665324240763
9290,2022070114759,0,wingo,1,1665324300842
9291,2022070110950,7,wingo5,1,1665324300849
9292,2022070114760,5,wingo,1,1665324360920
9293,2022070111585,3,wingo3,1,1665324360925
9294,2022070114761,4,wingo,1,1665324420998
9295,2022070114762,9,wingo,1,1665324480069
9296,2022070114763,5,wingo,1,1665324540151
9297,2022070111586,1,wingo3,1,1665324540155
9298,2022070110476,6,wingo10,1,1665324600232
9299,2022070110951,9,wingo5,1,1665324600237
9300,2022070114764,7,wingo,1,1665324600236
9301,2022070114765,7,wingo,1,1665324660304
9302,2022070114766,2,wingo,1,1665324720380
9303,2022070111587,9,wingo3,1,1665324720394
9304,2022070114767,1,wingo,1,1665324780460
9305,2022070114768,5,wingo,1,1665324840543
9306,2022070110952,0,wingo5,1,1665324900618
9307,2022070111588,7,wingo3,1,1665324900626
9308,2022070114769,8,wingo,1,1665324900624
9309,2022070114770,0,wingo,1,1665324960694
9310,2022070114771,5,wingo,1,1665325020771
9311,2022070114772,7,wingo,1,1665325080849
9312,2022070111589,0,wingo3,1,1665325080853
9313,2022070114773,0,wingo,1,1665325140925
9314,2022070110477,9,wingo10,1,1665325200006
9315,2022070114774,7,wingo,1,1665325200011
9316,2022070110953,9,wingo5,1,1665325200012
9317,2022070111590,0,wingo3,1,1665325260081
9318,2022070114775,9,wingo,1,1665325260076
9319,2022070114776,7,wingo,1,1665325320152
9320,2022070114777,1,wingo,1,1665325380227
9321,2022070114778,6,wingo,1,1665325440310
9322,2022070111591,4,wingo3,1,1665325440312
9323,2022070114779,8,wingo,1,1665325500388
9324,2022070110954,1,wingo5,1,1665325500393
9325,2022070114780,9,wingo,1,1665325560468
9326,2022070114781,3,wingo,1,1665325620551
9327,2022070111592,9,wingo3,1,1665325620575
9328,2022070114782,2,wingo,1,1665325680637
9329,2022070114783,7,wingo,1,1665325740716
9330,2022070111593,0,wingo3,1,1665325800794
9331,2022070114784,1,wingo,1,1665325800801
9332,2022070110955,7,wingo5,1,1665325800799
9333,2022070110478,8,wingo10,1,1665325800800
9334,2022070114785,8,wingo,1,1665325860870
9335,2022070114786,8,wingo,1,1665325920947
9336,2022070114787,0,wingo,1,1665325980027
9337,2022070111594,5,wingo3,1,1665325980032
9338,2022070114788,5,wingo,1,1665326040105
9339,2022070114789,8,wingo,1,1665326100177
9340,2022070110956,5,wingo5,1,1665326100182
9341,2022070114790,4,wingo,1,1665326160252
9342,2022070111595,0,wingo3,1,1665326160257
9343,2022070114791,7,wingo,1,1665326220331
9344,2022070114792,4,wingo,1,1665326280414
9345,2022070111596,9,wingo3,1,1665326340494
9346,2022070114793,0,wingo,1,1665326340494
9347,2022070110479,9,wingo10,1,1665326400567
9348,2022070110957,6,wingo5,1,1665326400575
9349,2022070114794,3,wingo,1,1665326400574
9350,2022070114795,2,wingo,1,1665326460639
9351,2022070114796,8,wingo,1,1665326520713
9352,2022070111597,1,wingo3,1,1665326520719
9353,2022070114797,7,wingo,1,1665326580788
9354,2022070114798,3,wingo,1,1665326640872
9355,2022070111598,7,wingo3,1,1665326700951
9356,2022070110958,2,wingo5,1,1665326700957
9357,2022070114799,9,wingo,1,1665326700956
9358,2022070114800,5,wingo,1,1665326760024
9359,2022070114801,1,wingo,1,1665326820111
9360,2022070114802,8,wingo,1,1665326880196
9361,2022070111599,8,wingo3,1,1665326880202
9362,2022070114803,9,wingo,1,1665326940270
9363,2022070114804,1,wingo,1,1665327000347
9364,2022070110959,4,wingo5,1,1665327000350
9365,2022070110480,3,wingo10,1,1665327000351
9366,2022070114805,7,wingo,1,1665327060426
9367,2022070111600,9,wingo3,1,1665327060431
9368,2022070114806,0,wingo,1,1665327120502
9369,2022070114807,6,wingo,1,1665327180578
9370,2022070114808,0,wingo,1,1665327240662
9371,2022070111601,4,wingo3,1,1665327240664
9372,2022070110960,0,wingo5,1,1665327300747
9373,2022070114809,8,wingo,1,1665327300746
9374,2022070114810,1,wingo,1,1665327360829
9375,2022070114811,8,wingo,1,1665327420910
9376,2022070111602,7,wingo3,1,1665327420914
9377,2022070114812,7,wingo,1,1665327480984
9378,2022070114813,2,wingo,1,1665327540064
9379,2022070111603,4,wingo3,1,1665327600144
9380,2022070110961,7,wingo5,1,1665327600149
9381,2022070114814,8,wingo,1,1665327600150
9382,2022070110481,6,wingo10,1,1665327600150
9383,2022070114815,3,wingo,1,1665327660216
9384,2022070114816,6,wingo,1,1665327720293
9385,2022070114817,2,wingo,1,1665327780372
9386,2022070111604,0,wingo3,1,1665327780377
9387,2022070114818,2,wingo,1,1665327840456
9388,2022070114819,0,wingo,1,1665327900534
9389,2022070110962,0,wingo5,1,1665327900539
9390,2022070114820,2,wingo,1,1665327960613
9391,2022070111605,2,wingo3,1,1665327960616
9392,2022070114821,8,wingo,1,1665328020701
9393,2022070114822,7,wingo,1,1665328080776
9394,2022070114823,7,wingo,1,1665328140855
9395,2022070111606,5,wingo3,1,1665328140860
9396,2022070114824,8,wingo,1,1665328200938
9397,2022070110482,4,wingo10,1,1665328200931
9398,2022070110963,1,wingo5,1,1665328200939
9399,2022070114825,1,wingo,1,1665328260005
9400,2022070114826,9,wingo,1,1665328320092
9401,2022070111607,2,wingo3,1,1665328320096
9402,2022070114827,8,wingo,1,1665328380164
